id,decision,score,category,family,question,correct_answer,reasons
q16500,REWRITE,1.0,Tarih,history,New Horizons aracının Plüton yakın geçişi olayının temel sonucu veya tarihsel önemi hangisidir?,Plüton ve uydularının ilk yakın plan bilimsel gözlemlerinin yapılması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q16615,REWRITE,1.0,Tarih,history,Milano Cortina Kış Olimpiyat Oyunları olayının temel sonucu veya tarihsel önemi hangisidir?,Kış Olimpiyatlarının İtalya’nın birden fazla ev sahibi bölgesinde düzenlenmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q18501,REWRITE,1.0,Tarih,history,Perseverance keşif aracının Mars’a inişi olayının temel sonucu veya tarihsel önemi hangisidir?,Mars’ta geçmiş mikrobiyal yaşam izlerini araştıran görevin başlaması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q18550,REWRITE,1.0,Tarih,history,Cassini görevinin Satürn atmosferine dalışla sona ermesi olayının temel sonucu veya tarihsel önemi hangisidir?,Uzay aracının Satürn atmosferine kontrollü girişle görevini tamamlaması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q20456,REWRITE,1.0,Tarih,history,Plüton’un cüce gezegen olarak sınıflandırılması olayının temel sonucu veya tarihsel önemi hangisidir?,Güneş Sistemi gezegen tanımının yeniden düzenlenmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q20587,REWRITE,1.0,Tarih,history,Paris İklim Anlaşması’nın kabul edilmesi olayının temel sonucu veya tarihsel önemi hangisidir?,Küresel sıcaklık artışını sınırlamaya yönelik ortak iklim çerçevesinin benimsenmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q22469,REWRITE,1.0,Tarih,history,Juno uzay aracının Jüpiter yörüngesine girmesi olayının temel sonucu veya tarihsel önemi hangisidir?,"Jüpiter’in iç yapısı, atmosferi ve manyetik alanını inceleyen yörünge görevinin başlaması",seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q22522,REWRITE,1.0,Tarih,history,Paris İklim Anlaşması’nın yürürlüğe girmesi olayının temel sonucu veya tarihsel önemi hangisidir?,Paris Anlaşması’nın taraf ülkeler için resmen yürürlüğe girmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q22578,REWRITE,1.0,Tarih,history,Curiosity keşif aracının Mars’a inişi olayının temel sonucu veya tarihsel önemi hangisidir?,Mars’ın geçmişte yaşama elverişli olup olmadığını araştıran görevin başlaması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q3122,REWRITE,0.5,Coğrafya,capital,Angola ülkesinin başkenti hangisidir?,Luanda,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3131,REWRITE,0.5,Coğrafya,capital,Belize ülkesinin başkenti hangisidir?,Belmopan,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3132,REWRITE,0.5,Coğrafya,capital,Benin ülkesinin başkenti hangisidir?,Porto-Novo,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3141,REWRITE,0.5,Coğrafya,capital,Butan ülkesinin başkenti hangisidir?,Thimphu,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3144,REWRITE,0.5,Coğrafya,capital,Cibuti ülkesinin başkenti hangisidir?,Djibouti,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3151,REWRITE,0.5,Coğrafya,capital,Eritre ülkesinin başkenti hangisidir?,Asmara,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3156,REWRITE,0.5,Coğrafya,capital,Fas ülkesinin başkenti hangisidir?,Rabat,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3157,REWRITE,0.5,Coğrafya,capital,Fiji ülkesinin başkenti hangisidir?,Suva,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3159,REWRITE,0.5,Coğrafya,capital,Gabon ülkesinin başkenti hangisidir?,Libreville,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3161,REWRITE,0.5,Coğrafya,capital,Gana ülkesinin başkenti hangisidir?,Akra,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3162,REWRITE,0.5,Coğrafya,capital,Gine ülkesinin başkenti hangisidir?,Conakry,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3166,REWRITE,0.5,Coğrafya,capital,Guyana ülkesinin başkenti hangisidir?,Georgetown,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3169,REWRITE,0.5,Coğrafya,capital,Haiti ülkesinin başkenti hangisidir?,Port-au-Prince,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3175,REWRITE,0.5,Coğrafya,capital,Katar ülkesinin başkenti hangisidir?,Doha,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3177,REWRITE,0.5,Coğrafya,capital,Kenya ülkesinin başkenti hangisidir?,Nairobi,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3184,REWRITE,0.5,Coğrafya,capital,Kuveyt ülkesinin başkenti hangisidir?,Kuwait City,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3187,REWRITE,0.5,Coğrafya,capital,Küba ülkesinin başkenti hangisidir?,Havana,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3188,REWRITE,0.5,Coğrafya,capital,Kıbrıs ülkesinin başkenti hangisidir?,Lefkoşa,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3190,REWRITE,0.5,Coğrafya,capital,Laos ülkesinin başkenti hangisidir?,Vientiane,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3194,REWRITE,0.5,Coğrafya,capital,Libya ülkesinin başkenti hangisidir?,Trablus,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3197,REWRITE,0.5,Coğrafya,capital,Lübnan ülkesinin başkenti hangisidir?,Beirut,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3201,REWRITE,0.5,Coğrafya,capital,Malavi ülkesinin başkenti hangisidir?,Lilongwe,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3204,REWRITE,0.5,Coğrafya,capital,Mali ülkesinin başkenti hangisidir?,Bamako,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3205,REWRITE,0.5,Coğrafya,capital,Malta ülkesinin başkenti hangisidir?,Valletta,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3210,REWRITE,0.5,Coğrafya,capital,Monako ülkesinin başkenti hangisidir?,Monaco,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3215,REWRITE,0.5,Coğrafya,capital,Nauru ülkesinin başkenti hangisidir?,Yaren,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3216,REWRITE,0.5,Coğrafya,capital,Nepal ülkesinin başkenti hangisidir?,Kathmandu,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3217,REWRITE,0.5,Coğrafya,capital,Nijer ülkesinin başkenti hangisidir?,Niamey,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q3220,REWRITE,0.5,Coğrafya,capital,Palau ülkesinin başkenti hangisidir?,Ngerulmud,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q5121,REWRITE,0.5,Coğrafya,location,Grand Canyon hangi ülkede veya ülkelerde bulunur?,Amerika Birleşik Devletleri,seri ülke-konum sorusu | kalite puanı kesin koruma eşiğinin altında
q5128,REWRITE,0.5,Coğrafya,location,Fuji Dağı hangi ülkede veya ülkelerde bulunur?,Japonya,seri ülke-konum sorusu | kalite puanı kesin koruma eşiğinin altında
q5131,REWRITE,0.5,Coğrafya,location,Serengeti hangi ülkede veya ülkelerde bulunur?,Tanzanya,seri ülke-konum sorusu | kalite puanı kesin koruma eşiğinin altında
q5137,REWRITE,0.5,Coğrafya,location,Baykal Gölü hangi ülkede veya ülkelerde bulunur?,Rusya,seri ülke-konum sorusu | kalite puanı kesin koruma eşiğinin altında
q5138,REWRITE,0.5,Coğrafya,location,Ölü Deniz hangi ülkede veya ülkelerde bulunur?,Ürdün ve İsrail,seri ülke-konum sorusu | kalite puanı kesin koruma eşiğinin altında
q5147,REWRITE,0.5,Coğrafya,location,Tuna Deltası hangi ülkede veya ülkelerde bulunur?,Romanya ve Ukrayna,seri ülke-konum sorusu | kalite puanı kesin koruma eşiğinin altında
q5167,REWRITE,0.5,Coğrafya,location,Tongariro hangi ülkede veya ülkelerde bulunur?,Yeni Zelanda,seri ülke-konum sorusu | kalite puanı kesin koruma eşiğinin altında
q5459,REWRITE,0.5,Tarih,location,Efes arkeolojik alanı günümüzde hangi ülkededir?,Türkiye,seri arkeoloji sorusu | kalite puanı kesin koruma eşiğinin altında
q5460,REWRITE,0.5,Tarih,location,Pompeii arkeolojik alanı günümüzde hangi ülkededir?,İtalya,seri arkeoloji sorusu | kalite puanı kesin koruma eşiğinin altında
q5480,REWRITE,0.5,Tarih,location,Petra arkeolojik alanı günümüzde hangi ülkededir?,Ürdün,seri arkeoloji sorusu | kalite puanı kesin koruma eşiğinin altında
q13461,REWRITE,0.0,Tarih,history,Avrupa Birliğinin on yeni ülkeyle genişlemesi olayının temel sonucu veya tarihsel önemi hangisidir?,Birliğin tarihindeki en büyük tek seferlik üye genişlemesinin gerçekleşmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q13481,REWRITE,0.0,Tarih,history,Yeni koronavirüs vakalarının Dünya Sağlık Örgütüne bildirilmesi olayının temel sonucu veya tarihsel önemi hangisidir?,Daha sonra COVID-19 olarak adlandırılacak salgının uluslararası izlem sürecinin başlaması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q13488,REWRITE,0.0,Tarih,history,Çin’in Dünya Ticaret Örgütüne katılması olayının temel sonucu veya tarihsel önemi hangisidir?,Çin’in çok taraflı ticaret sistemine resmen üye olması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q13489,REWRITE,0.0,Tarih,history,Avrupa Birliği Yapay Zekâ Yasası’nın yürürlüğe girmesi olayının temel sonucu veya tarihsel önemi hangisidir?,Yapay zekâ sistemleri için risk temelli kapsamlı düzenleme çerçevesinin başlaması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q13521,REWRITE,0.0,Tarih,history,ICAN’ın Nobel Barış Ödülü’nü kazanması olayının temel sonucu veya tarihsel önemi hangisidir?,Nükleer silahların insani sonuçlarına dikkat çeken çalışmanın ödüllendirilmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q13533,REWRITE,0.0,Tarih,history,Bir kara deliğin ilk görüntüsünün yayımlanması olayının temel sonucu veya tarihsel önemi hangisidir?,Bir kara deliğin olay ufku çevresinin ilk doğrudan görüntüsünün elde edilmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q13561,REWRITE,0.0,Tarih,history,Uluslararası Uzay İstasyonu Expedition 1 görevinin başlaması olayının temel sonucu veya tarihsel önemi hangisidir?,İstasyonda kesintisiz insan varlığı döneminin başlaması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q13564,REWRITE,0.0,Tarih,history,Voyager 1’in yıldızlararası uzaya ulaştığının açıklanması olayının temel sonucu veya tarihsel önemi hangisidir?,İnsan yapımı bir aracın yıldızlararası plazmaya geçtiğinin doğrulanması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q13584,REWRITE,0.0,Tarih,history,COP27’de kayıp ve zarar fonu kurulması kararı olayının temel sonucu veya tarihsel önemi hangisidir?,İklim etkilerinden ağır zarar gören ülkeler için yeni finansman düzenlemesinin kabul edilmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q13608,REWRITE,0.0,Tarih,history,COVID-19 küresel sağlık acil durumunun sona erdirilmesi olayının temel sonucu veya tarihsel önemi hangisidir?,COVID-19’un uluslararası halk sağlığı acil durumu statüsünün kaldırılması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q13613,REWRITE,0.0,Tarih,history,Hırvatistan’ın Avrupa Birliğine katılması olayının temel sonucu veya tarihsel önemi hangisidir?,Hırvatistan’ın Avrupa Birliğinin 28. üyesi olması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q14461,REWRITE,0.0,Tarih,history,Şili’de mahsur kalan 33 madencinin kurtarılması olayının temel sonucu veya tarihsel önemi hangisidir?,Yer altında 69 gün kalan madencilerin tamamının kurtarılması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q14493,REWRITE,0.0,Tarih,history,Chang’e 4 aracının Ay’ın uzak yüzüne inişi olayının temel sonucu veya tarihsel önemi hangisidir?,Ay’ın uzak yüzüne yapılan ilk yumuşak inişin gerçekleştirilmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q14494,REWRITE,0.0,Tarih,history,Birleşik Krallık’ın Avrupa Birliği referandumu olayının temel sonucu veya tarihsel önemi hangisidir?,Seçmen çoğunluğunun Avrupa Birliğinden ayrılma yönünde oy kullanması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q14502,REWRITE,0.0,Tarih,history,Güney Sudan’ın bağımsızlığını kazanması olayının temel sonucu veya tarihsel önemi hangisidir?,Güney Sudan’ın yeni bir egemen devlet olarak ortaya çıkması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q14526,REWRITE,0.0,Tarih,history,H1N1 grip salgınının pandemi ilan edilmesi olayının temel sonucu veya tarihsel önemi hangisidir?,Yeni influenza virüsünün küresel pandemi olarak sınıflandırılması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q14533,REWRITE,0.0,Tarih,history,James Webb Uzay Teleskobu’nun fırlatılması olayının temel sonucu veya tarihsel önemi hangisidir?,Kızılötesi gözlemler için geliştirilen büyük uzay teleskobunun göreve gönderilmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q14574,REWRITE,0.0,Tarih,history,COP28’de Birleşik Arap Emirlikleri Mutabakatı’nın kabulü olayının temel sonucu veya tarihsel önemi hangisidir?,Enerji sistemlerinde fosil yakıtlardan uzaklaşma çağrısının küresel metne girmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q15579,REWRITE,0.0,Tarih,history,İran nükleer anlaşmasının imzalanması olayının temel sonucu veya tarihsel önemi hangisidir?,İran’ın nükleer programına sınırlamalar ve denetimler getiren ortak planın kabul edilmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q15614,REWRITE,0.0,Tarih,history,Sürdürülebilir Kalkınma Amaçlarının kabul edilmesi olayının temel sonucu veya tarihsel önemi hangisidir?,2030 Gündemi kapsamında 17 küresel amacın benimsenmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q16536,REWRITE,0.0,Tarih,history,Uluslararası Göç Gözden Geçirme Forumu olayının temel sonucu veya tarihsel önemi hangisidir?,"Güvenli, düzenli ve düzenli göç küresel mutabakatının uygulanmasının değerlendirilmesi",seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q16543,REWRITE,0.0,Tarih,history,Genel Veri Koruma Tüzüğü’nün uygulanmaya başlaması olayının temel sonucu veya tarihsel önemi hangisidir?,Kişisel verilerin korunmasına ilişkin ortak ve bağlayıcı kuralların yürürlüğe girmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q17460,REWRITE,0.0,Tarih,history,Birleşmiş Milletler Binyıl Bildirgesi’nin kabulü olayının temel sonucu veya tarihsel önemi hangisidir?,Binyıl Kalkınma Hedeflerinin siyasi temelinin oluşturulması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q17488,REWRITE,0.0,Tarih,history,COVID-19’un pandemi olarak nitelendirilmesi olayının temel sonucu veya tarihsel önemi hangisidir?,COVID-19 salgınının küresel pandemi olarak tanımlanması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q17520,REWRITE,0.0,Tarih,history,IPCC Dördüncü Değerlendirme Raporunun tamamlanması olayının temel sonucu veya tarihsel önemi hangisidir?,İklim değişikliğinin bilimsel bulgularının kapsamlı biçimde değerlendirilmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q17521,REWRITE,0.0,Tarih,history,Doğu Timor’un bağımsızlığını kazanması olayının temel sonucu veya tarihsel önemi hangisidir?,Doğu Timor’un egemen bir devlet hâline gelmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q17548,REWRITE,0.0,Tarih,history,Büyük Hadron Çarpıştırıcısında ilk proton demetinin dolaştırılması olayının temel sonucu veya tarihsel önemi hangisidir?,Dünyanın en büyük parçacık hızlandırıcısının deneysel çalışmaya başlaması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q17561,REWRITE,0.0,Tarih,history,Birleşmiş Milletler HIV/AIDS Yüksek Düzeyli Toplantısı olayının temel sonucu veya tarihsel önemi hangisidir?,Küresel HIV/AIDS mücadelesinin ilerleme ve hedeflerinin devletler düzeyinde değerlendirilmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q17569,REWRITE,0.0,Tarih,history,Birleşik Krallık’ın Avrupa Birliğinden ayrılması olayının temel sonucu veya tarihsel önemi hangisidir?,Birleşik Krallık’ın Avrupa Birliği üyeliğinin resmen sona ermesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q17609,REWRITE,0.0,Tarih,history,Kyoto Protokolü’nün yürürlüğe girmesi olayının temel sonucu veya tarihsel önemi hangisidir?,Sanayileşmiş ülkeler için bağlayıcı sera gazı azaltım yükümlülüklerinin başlaması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q18473,REWRITE,0.0,Tarih,history,2025 Birleşmiş Milletler Okyanus Konferansı olayının temel sonucu veya tarihsel önemi hangisidir?,Okyanusların korunması ve sürdürülebilir kullanımına yönelik uluslararası taahhütlerin ele alınması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q18509,REWRITE,0.0,Tarih,history,Batı Afrika Ebola salgınının uluslararası acil durum ilan edilmesi olayının temel sonucu veya tarihsel önemi hangisidir?,Ebola salgınının uluslararası halk sağlığı acil durumu olarak tanınması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q18537,REWRITE,0.0,Tarih,history,Karadağ’ın bağımsızlığını ilan etmesi olayının temel sonucu veya tarihsel önemi hangisidir?,Sırbistan ve Karadağ devlet birliğinin sona ermesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q19567,REWRITE,0.0,Tarih,history,Ever Given gemisinin Süveyş Kanalı’nı tıkaması olayının temel sonucu veya tarihsel önemi hangisidir?,Küresel deniz ticaretinde günler süren ciddi aksamaya yol açılması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q20507,REWRITE,0.0,Tarih,history,Philae aracının bir kuyruklu yıldıza inişi olayının temel sonucu veya tarihsel önemi hangisidir?,Bir uzay aracının ilk kez bir kuyruklu yıldız çekirdeğine kontrollü iniş yapması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q20523,REWRITE,0.0,Tarih,history,Crew Dragon Demo-2’nin astronotlarla fırlatılması olayının temel sonucu veya tarihsel önemi hangisidir?,Özel bir şirketin aracıyla yörüngeye insan taşıyan ilk operasyonel dönemin başlaması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q20535,REWRITE,0.0,Tarih,history,OSIRIS-REx örnek kapsülünün Dünya’ya dönmesi olayının temel sonucu veya tarihsel önemi hangisidir?,Bennu asteroidinden alınan örneklerin Dünya’ya ulaştırılması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q21493,REWRITE,0.0,Tarih,history,Chang’e 6 görevinin Ay’ın uzak yüzünden örnek getirmesi olayının temel sonucu veya tarihsel önemi hangisidir?,Ay’ın uzak yüzünden alınan ilk örneklerin Dünya’ya ulaştırılması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q21532,REWRITE,0.0,Tarih,history,Glasgow İklim Paktı’nın kabul edilmesi olayının temel sonucu veya tarihsel önemi hangisidir?,Kömür kullanımının azaltılması ve iklim hedeflerinin güçlendirilmesi çağrısının kabulü,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q21568,REWRITE,0.0,Tarih,history,Kuzey Kore’nin ilk nükleer denemesini açıklaması olayının temel sonucu veya tarihsel önemi hangisidir?,Kore Yarımadası güvenliğinde yeni bir nükleer kriz aşamasına girilmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q22478,REWRITE,0.0,Tarih,history,James Webb’in ilk tam renkli görüntülerinin yayımlanması olayının temel sonucu veya tarihsel önemi hangisidir?,Erken evren ve derin uzaya ilişkin ilk bilimsel görüntü paketinin kamuoyuna sunulması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q22490,REWRITE,0.0,Tarih,history,Küresel Yol Güvenliği Yüksek Düzeyli Toplantısı olayının temel sonucu veya tarihsel önemi hangisidir?,Yol ölümlerini azaltmaya yönelik küresel taahhütlerin gözden geçirilmesi,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q22534,REWRITE,0.0,Tarih,history,Rusya’nın Ukrayna’ya geniş çaplı saldırısı olayının temel sonucu veya tarihsel önemi hangisidir?,Avrupa’da geniş kapsamlı savaş ve büyük bir insani krizin başlaması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q22545,REWRITE,0.0,Tarih,history,Uluslararası Ceza Mahkemesinin kuruluş antlaşmasının yürürlüğe girmesi olayının temel sonucu veya tarihsel önemi hangisidir?,"Soykırım, insanlığa karşı suçlar ve savaş suçları için kalıcı mahkemenin faaliyete geçmesi",seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q22610,REWRITE,0.0,Tarih,history,Higgs bozonuyla uyumlu parçacığın duyurulması olayının temel sonucu veya tarihsel önemi hangisidir?,Standart Modelin Higgs mekanizmasını destekleyen yeni parçacık bulgusunun açıklanması,seri tarihsel önem sorusu | kalite puanı kesin koruma eşiğinin altında
q23227,REWRITE,0.0,Sanat & Edebiyat,creator,Vietnam Gazileri Anıtı adlı yapıtın yaratıcısı kimdir?,Maya Lin,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q23467,REWRITE,0.0,Sanat & Edebiyat,creator,Fallingwater adlı yapıtın yaratıcısı kimdir?,Frank Lloyd Wright,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q23481,REWRITE,0.0,Sanat & Edebiyat,creator,Villa Savoye adlı yapıtın yaratıcısı kimdir?,Le Corbusier,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q23590,REWRITE,0.0,Sanat & Edebiyat,creator,Louvre Piramidi adlı yapıtın yaratıcısı kimdir?,I. M. Pei,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q23731,REWRITE,0.0,Sanat & Edebiyat,creator,Orange and Yellow adlı yapıtın yaratıcısı kimdir?,Mark Rothko,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q24044,REWRITE,0.0,Sanat & Edebiyat,creator,Maman adlı yapıtın yaratıcısı kimdir?,Louise Bourgeois,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q24186,REWRITE,0.0,Sanat & Edebiyat,creator,The Migration Series adlı yapıtın yaratıcısı kimdir?,Jacob Lawrence,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q24268,REWRITE,0.0,Sanat & Edebiyat,creator,Recumbent Figure 1938 adlı yapıtın yaratıcısı kimdir?,Henry Moore,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q24486,REWRITE,0.0,Sanat & Edebiyat,creator,A Bigger Splash adlı yapıtın yaratıcısı kimdir?,David Hockney,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q24813,REWRITE,0.0,Sanat & Edebiyat,creator,Karda Avcılar adlı yapıtın yaratıcısı kimdir?,Pieter Bruegel,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q25552,REWRITE,0.0,Sanat & Edebiyat,creator,The Son of Man adlı yapıtın yaratıcısı kimdir?,René Magritte,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q25591,REWRITE,0.0,Sanat & Edebiyat,creator,İnci Küpeli Kız adlı yapıtın yaratıcısı kimdir?,Johannes Vermeer,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q25598,REWRITE,0.0,Sanat & Edebiyat,creator,MAXXI adlı yapıtın yaratıcısı kimdir?,Zaha Hadid,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q25722,REWRITE,0.0,Sanat & Edebiyat,creator,The Gates adlı yapıtın yaratıcısı kimdir?,Christo ve Jeanne-Claude,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q26061,REWRITE,0.0,Sanat & Edebiyat,creator,Isenheim Sunağı adlı yapıtın yaratıcısı kimdir?,Matthias Grünewald,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q26228,REWRITE,0.0,Sanat & Edebiyat,creator,Saman Arabası adlı yapıtın yaratıcısı kimdir?,John Constable,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q26772,REWRITE,0.0,Sanat & Edebiyat,creator,Guggenheim Bilbao adlı yapıtın yaratıcısı kimdir?,Frank Gehry,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q26865,REWRITE,0.0,Sanat & Edebiyat,creator,Balloon Dog adlı yapıtın yaratıcısı kimdir?,Jeff Koons,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q26869,REWRITE,0.0,Sanat & Edebiyat,creator,American Gothic adlı yapıtın yaratıcısı kimdir?,Grant Wood,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
q26922,REWRITE,0.0,Sanat & Edebiyat,creator,Atina Okulu adlı yapıtın yaratıcısı kimdir?,Raffaello,açıklama çoğunlukla cevabı tekrar ediyor | kalite puanı kesin koruma eşiğinin altında
