id,status,categoryIndex,difficulty,family,reason,question,correctAnswer
q36214,REJECT,4,Orta,composite:q19814,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“eksi 89 °C sıcaklığın Kelvin karşılığı kaçtır?” / “Atom numarası 24, kütle numarası 56 olan bir izotopun çekirdeğinde kaç nötron bulunur?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?","184,15 K  •  32"
q36215,REJECT,4,Orta,composite:q28343,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“SO2 formül biriminde toplam kaç atom bulunur?” / “Atom numarası 18, kütle numarası 38 olan bir izotopun çekirdeğinde kaç nötron bulunur?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?",3  •  20
q36216,REJECT,2,Zor,composite:q26773,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “Navarin Deniz Muharebesi, Dünya Sağlık Asamblesinin Pandemi Anlaşması’nı kabul etmesi, Zaragoza Antlaşması, Agincourt Muharebesi olaylarının eskiden yeniye doğru sıralaması hangisidir?”, ikinci soru “Nelson Mandela’nın Güney Afrika cumhurbaşkanı seçilmesi hangi yılda gerçekleşti?” olduğuna göre doğru yanıt sırası hangisidir?",Agincourt Muharebesi → Zaragoza Antlaşması → Navarin Deniz Muharebesi → Dünya Sağlık Asamblesinin Pandemi Anlaşması’nı kabul etmesi  •  1994
q36217,REJECT,3,Orta,composite:q31312,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “Mesnevi hangi edebî türde sınıflandırılır?” hem de “Ay Işığı Sonatı, Der Freischütz, The Treachery of Images ve The Persistence of Memory eserleri tarihlerine göre eskiden yeniye nasıl sıralanır?” sorusunu sırasıyla doğru cevaplar?",Mesnevi  •  Ay Işığı Sonatı → Der Freischütz → The Treachery of Images → The Persistence of Memory
q36218,REJECT,3,Zor,composite:q23893,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “Broadway Boogie Woogie hangi yılda tamamlanmış veya ilk kez sergilenmiştir?”, ikinci soru “Bahar Ayini, Germinal, Gazap Üzümleri ve Der Freischütz için hangi yaratıcı–eser–biçim–alan eşleştirmesi bütünüyle doğrudur?” olduğuna göre doğru yanıt sırası hangisidir?",1943  •  Carl Maria von Weber — Der Freischütz — Opera — Klasik müzik
q36219,REJECT,3,Zor,composite:q24000,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “Saman Arabası en çok hangi sanat akımı veya yaklaşımıyla ilişkilidir?” hem de “Carmina Burana, Decameron, The Two Fridas ve Madame Bovary eserleri için hangi seçenekte iki yaratıcı eşleştirmesi de doğrudur?” sorusunu sırasıyla doğru cevaplar?",Romantizm  •  Carl Orff — Carmina Burana / Giovanni Boccaccio — Decameron
q36220,REJECT,1,Orta,composite:q14354,İki ayrı soruyu birleştiren yapay ve yorucu format.,Aşağıdaki seçeneklerden hangisi hem “Doctor Who ile aynı on yıllık dönemde ilk kez gösterilen yapım hangisidir?” hem de “Dakikada 150 dörtlük vuruş hızında 3/4 ölçülü 11 ölçülük bölüm yaklaşık kaç saniye sürer?” sorusunu sırasıyla doğru cevaplar?,Oliver!  •  13.2
q36221,REJECT,5,Orta,composite:q4064,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “Snooker sporunda oyunun başında masada toplam kaç top bulunur?” hem de “2003 NBA Finalleri, 1984 Yaz Olimpiyatları, 2007 NBA Finalleri ve 1996 Yaz Olimpiyatları arasından hangisi düzenlenme yılı bakımından 1952 Yaz Olimpiyatları organizasyonuna en yakındır?” sorusunu sırasıyla doğru cevaplar?",22  •  1984 Yaz Olimpiyatları
q36222,REJECT,4,Orta,composite:q13830,İki ayrı soruyu birleştiren yapay ve yorucu format.,“1170 gramlık bir örnek 65 cm³ yer kaplıyorsa yoğunluğu nedir?” / “Kütlesi 180 g ve hacmi 60 cm³ olan maddenin yoğunluğu kaç g/cm³’tür?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,18 g/cm³  •  3 g/cm³
q36223,REJECT,0,Zor,composite:q3236,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Singapur hangi kıtada veya coğrafi bölgede yer alır?” ve “ISO 3166-1 sayısal kodlamasında Dominik Cumhuriyeti hangi kodla gösterilir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?,Asya  •  214
q36224,REJECT,0,Zor,composite:q24354,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “Antigua ve Barbuda ülkesinin ISO 3166-1 üç harfli kodu nedir?”, ikinci soru “İtalya ülkesinde yer alan Pescara için üst idari bölüm hangisidir?” olduğuna göre doğru yanıt sırası hangisidir?",ATG  •  Abruzzo
q36225,REJECT,2,Zor,composite:q26790,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “Artemis I görevinin fırlatılması ile IMAP’in birincil bilim görevine başlaması arasında yaklaşık kaç yıl vardır?” hem de “Sanchi en çok hangi uygarlık, hanedan veya kültürle ilişkilidir?” sorusunu sırasıyla doğru cevaplar?",4  •  Maurya ve Budist kültür
q36226,REJECT,3,Kolay,composite:q31862,İki ayrı soruyu birleştiren yapay ve yorucu format.,"İlk olarak “Her biri 39 dizeden oluşan 29 adet sestina toplam kaç dize içerir?”, ardından “Ateş Kuşu, Görünmez Adam, Mavi Tuna ve Yeni Dünya Senfonisi eserlerinden hangisi diğer üçünden farklı bir alanda sınıflandırılır?” soruluyor. Doğru cevap çifti hangisidir?",1131  •  Görünmez Adam
q36227,REJECT,4,Zor,composite:q30397,İki ayrı soruyu birleştiren yapay ve yorucu format.,“C8H10N4O2 formül biriminde toplam kaç atom bulunur?” / “Kuvvet ile yer değiştirme aynı yönde; F = 105 N ve d = 18 m ise iş kaç J olur?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,24  •  1890 J
q36228,REJECT,4,Orta,composite:q4946,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “Sv simgesi hangi SI birimini gösterir?” hem de “Atom numarası 76, kütle numarası 154 olan bir izotopun çekirdeğinde kaç nötron bulunur?” sorusunu sırasıyla doğru cevaplar?",sievert  •  78
q36229,REJECT,2,Orta,composite:q18510,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Birinci Afyon Savaşı’nın başlaması, Zama Muharebesi, Tokugawa Şogunluğu’nun kurulması ve Kara Veba’nın Avrupa’ya ulaşması olayları tarih sırasına göre eskiden yeniye nasıl dizilir?” ve “Saraybosna Suikastı, Trento Konsili’nin sona ermesi, Rus-Japon Savaşı’nın başlaması ve Bağdat’ın Moğollar tarafından alınması olayları tarih sırasına göre eskiden yeniye nasıl dizilir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",Zama Muharebesi → Kara Veba’nın Avrupa’ya ulaşması → Tokugawa Şogunluğu’nun kurulması → Birinci Afyon Savaşı’nın başlaması  •  Bağdat’ın Moğollar tarafından alınması → Trento Konsili’nin sona ermesi → Rus-Japon Savaşı’nın başlaması → Saraybosna Suikastı
q36230,REJECT,4,Zor,composite:q5908,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “Epifiz bezi yapısının temel görevlerinden biri hangisidir?”, ikinci soru “4 saat boyunca saatte 90 kilometre ilerleyen bir taşıtın toplam yolu nedir?” olduğuna göre doğru yanıt sırası hangisidir?",Melatonin salgılayarak uyku-uyanıklık döngüsüne katkı sağlar  •  360 km
q36231,REJECT,2,Zor,composite:q32441,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Mayflower gemisinin Plymouth’a ulaşması, İlk kara delik görüntüsünün yayımlanması, Verdun Antlaşması, Perseverance gezgininin Mars’a inişi olaylarının eskiden yeniye doğru sıralaması hangisidir?” ve “Aşağıdaki tarihî olaylardan hangisi II. Mehmed ile 1453 yılında doğrudan ilişkilidir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",Verdun Antlaşması → Mayflower gemisinin Plymouth’a ulaşması → İlk kara delik görüntüsünün yayımlanması → Perseverance gezgininin Mars’a inişi  •  İstanbul’un fethi
q36232,REJECT,0,Orta,composite:q25858,İki ayrı soruyu birleştiren yapay ve yorucu format.,Aşağıdaki seçeneklerden hangisi hem “Maldivler kaç ülkeyle kara sınırı paylaşır?” hem de “ISO 3166-1 standardında Tanzanya için kullanılan iki harfli ülke kodu hangisidir?” sorusunu sırasıyla doğru cevaplar?,0  •  TZ
q36233,REJECT,4,Orta,composite:q24374,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Atom numarası 47 olan 2- yüklü iyon kaç elektrona sahiptir?” ve “Bir araç sabit 75 km/sa hızını 2 saat korursa aldığı yol kaç kilometredir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?,49  •  150 km
q36234,REJECT,1,Kolay,composite:q4340,İki ayrı soruyu birleştiren yapay ve yorucu format.,"İlk olarak “En İyi Film Oscarını kazanan Nomadland filminin yönetmeni kimdir?”, ardından “52 kartlık standart desteden 6 oyuncuya kişi başı 6 kart dağıtılırsa destede kaç kart kalır?” soruluyor. Doğru cevap çifti hangisidir?",Chloé Zhao  •  16
q36235,REJECT,3,Orta,composite:q4672,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“The Dinner Party adlı eserin sanatçısı kimdir?” / “Doktor Jivago, Flag, An American in Paris ve No. 61 (Rust and Blue) arasından hangisi Ficciones ile aynı sanat veya edebiyat alanına aittir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?",Judy Chicago  •  Doktor Jivago
q36236,REJECT,3,Zor,composite:q27081,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “Zehra ilk yayımlanma yılıyla hangi tarihe karşılık gelir?”, ikinci soru “The Migration Series, Recumbent Figure 1938, Tuhaf Bir Kadın, Tom Jones eserlerinin tarihine göre eskiden yeniye sıralaması hangisidir?” olduğuna göre doğru yanıt sırası hangisidir?",1894  •  Tom Jones → Recumbent Figure 1938 → The Migration Series → Tuhaf Bir Kadın
q36237,REJECT,4,Orta,composite:q21819,İki ayrı soruyu birleştiren yapay ve yorucu format.,Aşağıdaki seçeneklerden hangisi hem “245 °C sıcaklık Fahrenheit ölçeğinde kaç derecedir?” hem de “Bir taşıt 55 km/sa sabit hızla giderse 440 km yol için kaç saate ihtiyaç duyar?” sorusunu sırasıyla doğru cevaplar?,473 °F  •  8 saat
q36238,REJECT,1,Orta,composite:q18450,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Peaky Blinders ile aynı on yıllık dönemde ilk kez gösterilen yapım hangisidir?” / “Dakikada 120 dörtlük vuruş hızında 9/8 ölçülü 7 ölçülük bölüm yaklaşık kaç saniye sürer?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,Incendies  •  15.75
q36239,REJECT,0,Orta,composite:q4250,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “.cg ülke kodlu internet alan adı hangi ülkeye aittir?”, ikinci soru “Adıyaman adlı Türkiye bölümü hangi yönetim kategorisinde sınıflandırılır?” olduğuna göre doğru yanıt sırası hangisidir?",Kongo - Brazavil  •  İl/eyalet düzeyindeki bölge
q36240,REJECT,4,Orta,composite:q4849,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “H₂O kimyasal formülü hangi bileşiğe aittir?”, ikinci soru “Atom numarası 25, kütle numarası 50 olan bir izotopun çekirdeğinde kaç nötron bulunur?” olduğuna göre doğru yanıt sırası hangisidir?",Su  •  25
q36241,REJECT,1,Orta,composite:q21290,İki ayrı soruyu birleştiren yapay ve yorucu format.,"İlk olarak “The Power of the Dog ile aynı on yıllık dönemde ilk kez gösterilen yapım hangisidir?”, ardından “Dakikada 150 dörtlük vuruş hızında 5/4 ölçülü 9 ölçülük bölüm yaklaşık kaç saniye sürer?” soruluyor. Doğru cevap çifti hangisidir?",Squid Game  •  18
q36242,REJECT,2,Zor,composite:q23318,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Salamis Deniz Muharebesi, Plüton’un cüce gezegen olarak sınıflandırılması, Wikipedia’nın yayına başlaması, Justinianus Kanunları’nın ilk bölümünün yayımlanması olaylarının eskiden yeniye doğru sıralaması hangisidir?” / “Ever Given gemisinin Süveyş Kanalı’nı tıkaması olayının temel sonucu veya tarihsel önemi hangisidir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?",Salamis Deniz Muharebesi → Justinianus Kanunları’nın ilk bölümünün yayımlanması → Wikipedia’nın yayına başlaması → Plüton’un cüce gezegen olarak sınıflandırılması  •  Küresel deniz ticaretinde günler süren ciddi aksamaya yol açılması
q36243,REJECT,2,Zor,composite:q27416,İki ayrı soruyu birleştiren yapay ve yorucu format.,"İlk olarak “Büyük İskender’in Mısır’a girişi olayının yılına, Gutenberg İncili’nin basılması, TRAPPIST-1 sistemindeki yedi gezegenin açıklanması, WHO’nun COVID-19 küresel sağlık acil durumunu sona erdirmesi, Titanic’in batması seçenekleri arasında zaman bakımından en yakın olan hangisidir?”, ardından “Vestfalya Barışı, Şarlman’ın imparator ilan edilmesi, Malazgirt Muharebesi ve Hastings Muharebesi olayları tarih sırasına göre eskiden yeniye nasıl dizilir?” soruluyor. Doğru cevap çifti hangisidir?",Gutenberg İncili’nin basılması  •  Şarlman’ın imparator ilan edilmesi → Hastings Muharebesi → Malazgirt Muharebesi → Vestfalya Barışı
q36244,REJECT,0,Orta,composite:q29688,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “Kenya ülkesinin ISO 3166-1 üç harfli kodu nedir?”, ikinci soru “Umman ile Çekya karşılaştırıldığında yüzölçümü daha büyük olan ülke hangisidir?” olduğuna göre doğru yanıt sırası hangisidir?",KEN  •  Umman
q36245,REJECT,4,Orta,composite:q20885,İki ayrı soruyu birleştiren yapay ve yorucu format.,“635 °F sıcaklık Celsius ölçeğinde kaç derecedir?” ve “Birim hacimde 10 gram bulunan bir maddeden 49 cm³ alındığında kütle kaç gram olur?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?,335 °C  •  490 g
q36246,REJECT,1,Orta,composite:q14417,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Mi bemol doğal minör gamının beşinci derecesi hangi notadır?” / “La notasından aşağı doğru bir büyük altılı inildiğinde piyanodaki hangi ses karşılığına ulaşılır?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,Si bemol  •  Do
q36247,REJECT,5,Orta,composite:q28379,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “Dartta tek 1 ve tek 9 bölgelerine isabet eden iki okun toplam puanı kaçtır?” hem de “2012 NBA Finalleri, 2016 NBA Finalleri, 2000 Avrupa Futbol Şampiyonası ve 1984 Yaz Olimpiyatları organizasyonları düzenlenme yıllarına göre eskiden yeniye nasıl sıralanır?” sorusunu sırasıyla doğru cevaplar?",10  •  1984 Yaz Olimpiyatları → 2000 Avrupa Futbol Şampiyonası → 2012 NBA Finalleri → 2016 NBA Finalleri
q36248,REJECT,1,Zor,composite:q26446,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “Left 4 Dead ilk kez hangi yılda yayımlandı?”, ikinci soru “Mi kök sesli eksilmiş üçlü akorunun ikinci çevriminde bas sesinin piyanodaki eş sesli karşılığı hangisidir?” olduğuna göre doğru yanıt sırası hangisidir?",2008  •  La diyez
q36249,REJECT,5,Zor,composite:q27991,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Bir futbol takımı 3 galibiyet, 4 beraberlik ve 5 yenilgi alırsa üç puanlı sistemde kaç puan toplar?” / “PyeongChang 2018, Soçi 2014, Chamonix 1924, Sapporo 1972 Kış Olimpiyatlarının eskiden yeniye sırası hangisidir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?",13  •  Chamonix 1924 → Sapporo 1972 → Soçi 2014 → PyeongChang 2018
q36250,REJECT,1,Orta,composite:q22365,İki ayrı soruyu birleştiren yapay ve yorucu format.,"İlk olarak “Do diyez doğal minör gamının beşinci derecesi hangi notadır?”, ardından “Sol notasından aşağı doğru bir büyük ikili inildiğinde piyanodaki hangi ses karşılığına ulaşılır?” soruluyor. Doğru cevap çifti hangisidir?",Sol diyez  •  Fa
q36251,REJECT,4,Zor,composite:q30325,İki ayrı soruyu birleştiren yapay ve yorucu format.,"İlk olarak “Atom numarası 34 olan 3- yüklü iyon kaç elektrona sahiptir?”, ardından “Bir cisim 4 kg ve ivmesi 5 m/s² olduğuna göre net kuvveti kaç newtondur?” soruluyor. Doğru cevap çifti hangisidir?",37  •  20 N
q36252,REJECT,3,Zor,composite:q27263,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Taaşşuk-ı Talat ve Fitnat ilk olarak ağırlıklı biçimde hangi dilde kaleme alınmıştır?” ve “Walden, Şehrazat, Düğün Marşı ve Yüzyıllık Yalnızlık için hangi yaratıcı–eser–biçim–alan eşleştirmesi bütünüyle doğrudur?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",Türkçe  •  Gabriel García Márquez — Yüzyıllık Yalnızlık — Roman — Edebiyat
q36253,REJECT,1,Orta,composite:q23185,İki ayrı soruyu birleştiren yapay ve yorucu format.,Aşağıdaki seçeneklerden hangisi hem “BioShock oyununun ana geliştiricisi hangisidir?” hem de “Sol diyez notasından yukarı doğru bir büyük ikili çıkıldığında piyanodaki hangi ses karşılığına ulaşılır?” sorusunu sırasıyla doğru cevaplar?,Irrational Games  •  La diyez
q36254,REJECT,0,Zor,composite:q15140,İki ayrı soruyu birleştiren yapay ve yorucu format.,Aşağıdaki seçeneklerden hangisi hem “Logone-Oriental isimli yönetim bölgesi hangi ülkeye aittir?” hem de “İzlanda ülkesinde yer alan Múlaþing için üst idari bölüm hangisidir?” sorusunu sırasıyla doğru cevaplar?,Çad  •  Austurland
q36255,REJECT,3,Orta,composite:q27597,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “40 cm genişliğinde ve 75 cm yüksekliğindeki bir tuvalin sadeleştirilmiş en-boy oranı nedir?” hem de “The Large Bathers, Dört Mevsim, Fantastik Senfoni ve Petruşka eserleri tarihlerine göre eskiden yeniye nasıl sıralanır?” sorusunu sırasıyla doğru cevaplar?",8:15  •  Dört Mevsim → Fantastik Senfoni → The Large Bathers → Petruşka
q36256,REJECT,1,Orta,composite:q4313,İki ayrı soruyu birleştiren yapay ve yorucu format.,"İlk olarak “En İyi Film Oscarını kazanan Schindler’s List filminin yönetmeni kimdir?”, ardından “Dakikada 144 dörtlük vuruş hızında 6/8 ölçülü 12 ölçülük bölüm yaklaşık kaç saniye sürer?” soruluyor. Doğru cevap çifti hangisidir?",Steven Spielberg  •  15
q36257,REJECT,0,Zor,composite:q3217,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Nijer ülkesinin başkenti hangisidir?” ve “Ermenistan için verilen yaklaşık merkez koordinatı hangi yarımküre ikilisine düşer?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?,Niamey  •  Kuzey ve Doğu yarımküreleri
q36258,REJECT,4,Orta,composite:q16897,İki ayrı soruyu birleştiren yapay ve yorucu format.,“1 g/cm³ yoğunluğa sahip 68 cm³’lük cismin kütlesi kaç gramdır?” ve “Yolculuk 4 saat sürüyor ve hız 22 km/sa ise mesafe kaç kilometredir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?,68 g  •  88 km
q36259,REJECT,3,Zor,composite:q5715,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “Slav Dansları hangi müzik türü veya biçiminde yazılmıştır?” hem de “The Stone Breakers, The Large Bathers, Girl Before a Mirror ve Carmina Burana eserleri tarihlerine göre eskiden yeniye nasıl sıralanır?” sorusunu sırasıyla doğru cevaplar?",Dans dizisi  •  The Stone Breakers → The Large Bathers → Girl Before a Mirror → Carmina Burana
q36260,REJECT,2,Orta,composite:q16486,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Türkiye Büyük Millet Meclisinin açılması, Berlin Konferansı’nın başlaması, Waterloo Muharebesi ve Barut Komplosu arasından hangisi Roma Yürüyüşü ile aynı yüzyılda gerçekleşmiştir?” ve “Talas Muharebesi, Vasco da Gama’nın Hindistan’a ulaşması, Tenochtitlan’ın düşmesi ve Çanakkale Kara Muharebeleri’nin başlaması olayları tarih sırasına göre eskiden yeniye nasıl dizilir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",Türkiye Büyük Millet Meclisinin açılması  •  Talas Muharebesi → Vasco da Gama’nın Hindistan’a ulaşması → Tenochtitlan’ın düşmesi → Çanakkale Kara Muharebeleri’nin başlaması
q36261,REJECT,4,Orta,composite:q19798,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “Hacim 14 cm³, yoğunluk 11 g/cm³ olduğunda toplam kütle nedir?”, ikinci soru “Yolculuk 7 saat sürüyor ve hız 45 km/sa ise mesafe kaç kilometredir?” olduğuna göre doğru yanıt sırası hangisidir?",154 g  •  315 km
q36262,REJECT,4,Zor,composite:q3847,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Pr kimyasal simgesi hangi elemente aittir?” ve “Atom numarası 52, kütle numarası 116 olan bir izotopun çekirdeğinde kaç nötron bulunur?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",Praseodim  •  64
q36263,REJECT,3,Zor,composite:q31906,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Felâtun Bey ile Râkım Efendi eserinin yazarı kimdir?” ve “Sinekli Bakkal, Usta ile Margarita, Sydney Opera Binası, Vahşetin Çağrısı eserlerinin tarihine göre eskiden yeniye sıralaması hangisidir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",Ahmet Mithat Efendi  •  Vahşetin Çağrısı → Sinekli Bakkal → Usta ile Margarita → Sydney Opera Binası
q36264,REJECT,5,Kolay,composite:q31225,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Bir futbol takımı 2 galibiyet, 4 beraberlik ve 3 yenilgi alırsa üç puanlı sistemde kaç puan toplar?” / “Bir basketbol takımı 5 iki sayılık, 10 üç sayılık ve 4 serbest atış isabeti bulursa toplam kaç sayı üretir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?",10  •  44
q36265,REJECT,5,Zor,composite:q5984,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Melbourne Park hangi şehirde bulunur?” ve “1974 FIFA Dünya Kupası, 2009 NBA Finalleri, 2002 FIFA Dünya Kupası ve 1950 FIFA Dünya Kupası finalleri için aşağıdaki organizasyon–şampiyon–finalist eşleştirmelerinden hangisi tamamen doğrudur?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",Melbourne  •  2009 NBA Finalleri — şampiyon Los Angeles Lakers — finalist Orlando Magic
q36266,REJECT,5,Orta,composite:q23608,İki ayrı soruyu birleştiren yapay ve yorucu format.,“50 metrelik uzun kulvar havuzunda 1400 metre yüzmek kaç havuz boyuna karşılık gelir?” / “Softbol için “Savunmadaki takım sahada kaç oyuncuyla yer alır?” cevabı ile Netbol için “Bir takım sahada kaç oyuncuyla yer alır?” cevabının toplamı kaçtır?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,28  •  16
q36267,REJECT,0,Zor,composite:q3175,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “Katar ülkesinin başkenti hangisidir?”, ikinci soru “ISO 3166-1 standardında Lüksemburg için kullanılan iki harfli ülke kodu hangisidir?” olduğuna göre doğru yanıt sırası hangisidir?",Doha  •  LU
q36268,REJECT,2,Orta,composite:q18612,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Büyük Hadron Çarpıştırıcısında ilk proton demetinin dolaştırılması hangi yılda gerçekleşmiştir?” ve “Birinci İznik Konsili en doğrudan hangi yerle ilişkilidir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?,2008  •  İznik
q36269,REJECT,0,Orta,composite:q29633,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “Irak kaç ülkeyle kara sınırı paylaşır?”, ikinci soru “ISO 3166-1 standardında Moğolistan için kullanılan iki harfli ülke kodu hangisidir?” olduğuna göre doğru yanıt sırası hangisidir?",6  •  MN
q36270,REJECT,5,Kolay,composite:q28633,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Bir basketbol takımı 6 iki sayılık, 4 üç sayılık ve 5 serbest atış isabeti bulursa toplam kaç sayı üretir?” ve “Bir basketbol takımı 6 iki sayılık, 4 üç sayılık ve 6 serbest atış isabeti bulursa toplam kaç sayı üretir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",29  •  30
q36271,REJECT,4,Orta,composite:q25089,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “Atom numarası 54 olan 2- yüklü iyon kaç elektrona sahiptir?” hem de “Hacmi 40 cm³, kütlesi 680 g olan cismin birim hacim başına kütlesi kaçtır?” sorusunu sırasıyla doğru cevaplar?",56  •  17 g/cm³
q36272,REJECT,0,Zor,composite:q29294,İki ayrı soruyu birleştiren yapay ve yorucu format.,“ISO 3166-1 sayısal kodlamasında Katar hangi kodla gösterilir?” / “Côte d’Ivoire için kullanılan ISO 3166-1 alpha-3 kodu hangisidir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,634  •  CIV
q36273,REJECT,0,Zor,composite:q3206,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Marshall Adaları ülkesinin başkenti hangisidir?” ve “Mayaro-Rio Claro, hangi ülkenin alt ulusal bölümlerinden biri olarak kayıtlıdır?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",Majuro  •  Trinidad ve Tobago
q36274,REJECT,0,Orta,composite:q15200,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Leinster adlı idari bölüm hangi ülkeye bağlıdır?” ve “Gana ile Tuvalu karşılaştırıldığında yüzölçümü daha büyük olan ülke hangisidir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?,İrlanda  •  Gana
q36275,REJECT,5,Orta,composite:q25677,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Dartta tek 1 ve çift 11 bölgelerine isabet eden iki okun toplam puanı kaçtır?” / “1986 FIFA Dünya Kupası, 1964 Yaz Olimpiyatları, 1936 Yaz Olimpiyatları ve 2016 NBA Finalleri organizasyonları düzenlenme yıllarına göre eskiden yeniye nasıl sıralanır?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?",23  •  1936 Yaz Olimpiyatları → 1964 Yaz Olimpiyatları → 1986 FIFA Dünya Kupası → 2016 NBA Finalleri
q36276,REJECT,2,Zor,composite:q28780,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Mayflower gemisinin Plymouth’a ulaşması ile Bitcoin ağındaki genesis bloğunun oluşturulması arasında yaklaşık kaç yıl vardır?” ve “Çatalhöyük en çok hangi uygarlık, hanedan veya kültürle ilişkilidir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",389  •  Neolitik topluluklar
q36277,REJECT,1,Orta,composite:q19342,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Si bemol doğal minör gamının altıncı derecesi hangi notadır?” / “Do notasından aşağı doğru bir küçük altılı inildiğinde piyanodaki hangi ses karşılığına ulaşılır?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,Sol bemol  •  Mi
