BİLGİ ROTASI – KATEGORİYE GİYDİRİLMİŞ MATEMATİK SORULARI
======================================================================================

Toplam soru bankası: 53063
Matematik problemi olarak elenecek: 16243

KATEGORİLERE GÖRE
--------------------------------------------------------------------------------------
Eğlence: 3993
Spor: 3924
Bilim & Doğa: 3391
Coğrafya: 2851
Sanat & Edebiyat: 1822
Tarih: 262

ELENECEK SORULAR
--------------------------------------------------------------------------------------
ID	KATEGORİ	TESPİT	SORU
q34968	Bilim & Doğa	aritmetik/ölçü kalıbı: saniyede; birden fazla sayı ve ölçü birimi	“44 kg kütleye 18 m/s² ivme kazandıran net kuvvet kaç newtondur?” / “1050 joule işi 15 saniyede yapan sistemin ortalama gücü kaç wattır?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q34969	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri	“Her biri 19 dizeden oluşan 14 adet villanelle toplam kaç dize içerir?” / “Don Kişot, Tristan und Isolde, Valkürlerin Uçuşu ve Kokoro için hangi yaratıcı–eser–biçim–alan eşleştirmesi bütünüyle doğrudur?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q34970	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Aşağıdaki seçeneklerden hangisi hem “Dakikada 90 dörtlük vuruş hızında 5/4 ölçülü 6 ölçülük bölüm yaklaşık kaç saniye sürer?” hem de “2 adet noktalı sekizlik nota ile 2 adet onaltılık nota toplamda kaç dörtlük vuruş sürer?” sorusunu sırasıyla doğru cevaplar?
q34972	Coğrafya	işlem işareti	İlk olarak “Cantal bölümü hangi ülkenin yönetim sistemine dâhildir?”, ardından “Dominik Cumhuriyeti için kullanılan ISO 3166-1 alpha-3 kodu hangisidir?” soruluyor. Doğru cevap çifti hangisidir?
q34974	Coğrafya	işlem işareti	Aşağıdaki seçeneklerden hangisi hem “ISO 3166-1 sayısal kodlamasında Lesotho hangi kodla gösterilir?” hem de “Mantova alt yönetim biriminin İtalya içindeki üst bölgesi nedir?” sorusunu sırasıyla doğru cevaplar?
q34976	Bilim & Doğa	aritmetik/ölçü kalıbı: toplam kac; birden fazla sayı ve ölçü birimi	Aşağıdaki seçeneklerden hangisi hem “H2SO4 formül biriminde toplam kaç atom bulunur?” hem de “Bir cisim 30 N kuvvet altında 14 metre hareket ettiğinde enerji aktarımı kaç jouledür?” sorusunu sırasıyla doğru cevaplar?
q34978	Spor	aritmetik/ölçü kalıbı: toplam kac	İlk olarak “Bir basketbol takımı 6 iki sayılık, 3 üç sayılık ve 7 serbest atış isabeti bulursa toplam kaç sayı üretir?”, ardından “Bir basketbol takımı 6 iki sayılık, 5 üç sayılık ve 5 serbest atış isabeti bulursa toplam kaç sayı üretir?” soruluyor. Doğru cevap çifti hangisidir?
q34982	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Aşağıdaki seçeneklerden hangisi hem “4 tam nota süresi eşit olarak 8'lik nota değerlerine bölünürse kaç nota elde edilir?” hem de “Dakikada 120 dörtlük vuruş hızında 6/8 ölçülü 6 ölçülük bölüm yaklaşık kaç saniye sürer?” sorusunu sırasıyla doğru cevaplar?
q34983	Bilim & Doğa	aritmetik/ölçü kalıbı: kac kilometre; birden fazla sayı ve ölçü birimi	“125 km/sa hızla 8 saat giden bir araç kaç kilometre yol alır?” ve “Kütlesi 190 g ve hacmi 10 cm³ olan maddenin yoğunluğu kaç g/cm³’tür?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q34984	Coğrafya	işlem işareti	““ay” ISO 639-1 dil kodunun karşılığı hangisidir?” / “Suudi Arabistan için ayrılmış ülke kodlu internet alan adı uzantısı hangisidir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q34985	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Birinci soru “Prince of Persia: The Lost Crown oyununun ana geliştiricisi hangisidir?”, ikinci soru “Dakikada 120 dörtlük vuruş hızında 6/8 ölçülü 16 ölçülük bölüm yaklaşık kaç saniye sürer?” olduğuna göre doğru yanıt sırası hangisidir?
q34989	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	İlk olarak “Prince of Persia: The Sands of Time ilk kez hangi yılda yayımlandı?”, ardından “Dakikada 100 dörtlük vuruş hızında 4/4 ölçülü 14 ölçülük bölüm yaklaşık kaç saniye sürer?” soruluyor. Doğru cevap çifti hangisidir?
q34990	Coğrafya	işlem işareti	Birinci soru “Estonya için kullanılan ISO 3166-1 alpha-3 kodu hangisidir?”, ikinci soru “ISO kayıtlarında Cerknica adıyla geçen idari bölüm hangi ülkededir?” olduğuna göre doğru yanıt sırası hangisidir?
q34993	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Aşağıdaki seçeneklerden hangisi hem “Gomorrah ile aynı on yıllık dönemde ilk kez gösterilen yapım hangisidir?” hem de “Dakikada 150 dörtlük vuruş hızında 3/4 ölçülü 14 ölçülük bölüm yaklaşık kaç saniye sürer?” sorusunu sırasıyla doğru cevaplar?
q34996	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Aşağıdaki seçeneklerden hangisi hem “Call My Agent! ile aynı on yıllık dönemde ilk kez gösterilen yapım hangisidir?” hem de “Dakikada 60 dörtlük vuruş hızında 3/4 ölçülü 13 ölçülük bölüm yaklaşık kaç saniye sürer?” sorusunu sırasıyla doğru cevaplar?
q35000	Coğrafya	işlem işareti	Birinci soru “ISO 3166-1 sayısal kodlamasında Fas hangi kodla gösterilir?”, ikinci soru “Çin için ayrılmış ülke kodlu internet alan adı uzantısı hangisidir?” olduğuna göre doğru yanıt sırası hangisidir?
q35001	Spor	aritmetik/ölçü kalıbı: kac metre; birden fazla sayı ve ölçü birimi	“50 metrelik uzun kulvar havuzunda 8900 metre yüzmek kaç havuz boyuna karşılık gelir?” ve “Atletizm için “Standart açık hava pistinin bir turu kaç metredir?” cevabı ile Satranç için “Standart tahtada kaç kare bulunur?” cevabının toplamı kaçtır?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35002	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	İlk olarak “Aşağıdaki filmlerden hangisi Akira Kurosawa tarafından 1954 yılında yönetilmiştir?”, ardından “Dakikada 180 dörtlük vuruş hızında 3/4 ölçülü 2 ölçülük bölüm yaklaşık kaç saniye sürer?” soruluyor. Doğru cevap çifti hangisidir?
q35003	Coğrafya	işlem işareti	“İspanya ülkesinin ISO 3166-1 üç harfli kodu nedir?” ve “ISO 3166-1 standardında Küba için kullanılan iki harfli ülke kodu hangisidir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35005	Spor	aritmetik/ölçü kalıbı: toplam kac	İlk olarak “Bir futbol takımı 4 galibiyet, 0 beraberlik ve 7 yenilgi alırsa üç puanlı sistemde kaç puan toplar?”, ardından “Bir basketbol takımı 5 iki sayılık, 12 üç sayılık ve 9 serbest atış isabeti bulursa toplam kaç sayı üretir?” soruluyor. Doğru cevap çifti hangisidir?
q35013	Bilim & Doğa	aritmetik/ölçü kalıbı: kac kilometre; birden fazla sayı ve ölçü birimi	Aşağıdaki seçeneklerden hangisi hem “Atom numarası 76 olan 3- yüklü iyon kaç elektrona sahiptir?” hem de “Bir araç sabit 105 km/sa hızını 1 saat korursa aldığı yol kaç kilometredir?” sorusunu sırasıyla doğru cevaplar?
q35015	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	“Dakikada 90 dörtlük vuruş hızında 5/4 ölçülü 3 ölçülük bölüm yaklaşık kaç saniye sürer?” / “Dakikada 96 dörtlük vuruş hızında 2/4 ölçülü 15 ölçülük bölüm yaklaşık kaç saniye sürer?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35016	Coğrafya	işlem işareti	Aşağıdaki seçeneklerden hangisi hem “Palau ülkesinin ISO 3166-1 üç harfli kodu nedir?” hem de “Herêm-î Kurdistan adlı Irak bölümü hangi yönetim kategorisinde sınıflandırılır?” sorusunu sırasıyla doğru cevaplar?
q35018	Spor	aritmetik/ölçü kalıbı: toplam kac	“Bir futbol takımı 1 galibiyet, 7 beraberlik ve 1 yenilgi alırsa üç puanlı sistemde kaç puan toplar?” / “Bir basketbol takımı 6 iki sayılık, 1 üç sayılık ve 11 serbest atış isabeti bulursa toplam kaç sayı üretir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35019	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	“25 tam nota süresi eşit olarak 8'lik nota değerlerine bölünürse kaç nota elde edilir?” / “Dakikada 120 dörtlük vuruş hızında 6/8 ölçülü 7 ölçülük bölüm yaklaşık kaç saniye sürer?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35020	Coğrafya	işlem işareti	Aşağıdaki seçeneklerden hangisi hem “Arjantin ile kara sınırı bulunan ülkelerden biri hangisidir?” hem de “ISO 3166-1 sayısal kodlamasında Lüksemburg hangi kodla gösterilir?” sorusunu sırasıyla doğru cevaplar?
q35021	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	“2 adet ikilik nota ile 2 adet dörtlük nota toplamda kaç dörtlük vuruş sürer?” ve “Dakikada 80 dörtlük vuruş hızında 12/8 ölçülü 4 ölçülük bölüm yaklaşık kaç saniye sürer?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35024	Bilim & Doğa	aritmetik/ölçü kalıbı: kac kilometre, saatte, saniyede	“Hızı 20 km/sa olan bir yolcu 4 saatte kaç kilometre ilerler?” / “1980 joule enerji 18 saniyede aktarılırsa ortalama güç kaç watt olur?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35029	Coğrafya	işlem işareti	İlk olarak “Puebla, Meksika yönetim yapısında hangi tür bölge olarak geçer?”, ardından “ISO 3166-1 sayısal kodlamasında Tanzanya hangi kodla gösterilir?” soruluyor. Doğru cevap çifti hangisidir?
q35033	Eğlence	aritmetik/ölçü kalıbı: kac tam, dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	“6/8 ölçü işaretinde toplam 72 sekizlik zaman birimi kaç tam ölçü doldurur?” / “Dakikada 144 dörtlük vuruş hızında 12/8 ölçülü 8 ölçülük bölüm yaklaşık kaç saniye sürer?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35036	Spor	aritmetik/ölçü kalıbı: toplam kac	İlk olarak “Bir basketbol takımı 6 iki sayılık, 0 üç sayılık ve 4 serbest atış isabeti bulursa toplam kaç sayı üretir?”, ardından “Bir basketbol takımı 6 iki sayılık, 7 üç sayılık ve 14 serbest atış isabeti bulursa toplam kaç sayı üretir?” soruluyor. Doğru cevap çifti hangisidir?
q35038	Coğrafya	işlem işareti	“ISO 639-1 tablosunda lo koduyla gösterilen dil hangisidir?” ve “ISO kayıtlarında São Miguel adıyla geçen idari bölüm hangi ülkededir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35043	Bilim & Doğa	aritmetik/ölçü kalıbı: kac kilometre, kac metre; birden fazla sayı ve ölçü birimi	“45 km/sa hızla 2 saat giden bir araç kaç kilometre yol alır?” / “Hızı 600 m/s ve frekansı 4 Hz olan dalganın dalga boyu kaç metredir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35050	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Aşağıdaki seçeneklerden hangisi hem “1 adet ikilik nota ile 3 adet noktalı sekizlik nota toplamda kaç dörtlük vuruş sürer?” hem de “Dakikada 150 dörtlük vuruş hızında 4/4 ölçülü 9 ölçülük bölüm yaklaşık kaç saniye sürer?” sorusunu sırasıyla doğru cevaplar?
q35054	Bilim & Doğa	aritmetik/ölçü kalıbı: kac kilometre; birden fazla sayı ve ölçü birimi	Birinci soru “Atom numarası 58 olan 3- yüklü iyon kaç elektrona sahiptir?”, ikinci soru “Bir araç sabit 35 km/sa hızını 4 saat korursa aldığı yol kaç kilometredir?” olduğuna göre doğru yanıt sırası hangisidir?
q35058	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Aşağıdaki seçeneklerden hangisi hem “Six Feet Under ile aynı on yıllık dönemde ilk kez gösterilen yapım hangisidir?” hem de “Dakikada 90 dörtlük vuruş hızında 4/4 ölçülü 15 ölçülük bölüm yaklaşık kaç saniye sürer?” sorusunu sırasıyla doğru cevaplar?
q35060	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri	Aşağıdaki seçeneklerden hangisi hem “Her biri 5 dizeden oluşan 21 adet limerick toplam kaç dize içerir?” hem de “Artemio Cruz’un Ölümü, 9. Senfoni, Walden ve Kumların Kadını eserlerinden hangisi diğer üçünden farklı bir alanda sınıflandırılır?” sorusunu sırasıyla doğru cevaplar?
q35061	Spor	aritmetik/ölçü kalıbı: toplam puan	İlk olarak “Dartta tek 2 ve tek 14 bölgelerine isabet eden iki okun toplam puanı kaçtır?”, ardından “1968 Yaz Olimpiyatları, 2008 Yaz Olimpiyatları, 1908 Yaz Olimpiyatları ve 2011 NBA Finalleri organizasyonları düzenlenme yıllarına göre eskiden yeniye nasıl sıralanır?” soruluyor. Doğru cevap çifti hangisidir?
q35069	Spor	aritmetik/ölçü kalıbı: toplam kac	Birinci soru “Bir basketbol takımı 6 iki sayılık, 0 üç sayılık ve 3 serbest atış isabeti bulursa toplam kaç sayı üretir?”, ikinci soru “Bir basketbol takımı 6 iki sayılık, 1 üç sayılık ve 7 serbest atış isabeti bulursa toplam kaç sayı üretir?” olduğuna göre doğru yanıt sırası hangisidir?
q35075	Eğlence	aritmetik/ölçü kalıbı: toplam kac	Aşağıdaki seçeneklerden hangisi hem “Vampire Survivors oyununun ana geliştiricisi hangisidir?” hem de “Taşların üzerindeki değerler 0 ile 9 arasında değişen çiftli domino setinde toplam kaç taş bulunur?” sorusunu sırasıyla doğru cevaplar?
q35078	Coğrafya	işlem işareti	İlk olarak “Nauru ülkesinin başkenti hangisidir?”, ardından “ISO 3166-1 standardında Yunanistan için kullanılan iki harfli ülke kodu hangisidir?” soruluyor. Doğru cevap çifti hangisidir?
q35080	Coğrafya	işlem işareti	“Hangi dilin iki harfli ISO 639-1 kodu “mh” şeklindedir?” / “Zimbabve içindeki Mashonaland Central biriminin resmî idari türü nedir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35082	Spor	aritmetik/ölçü kalıbı: toplam kac	“Bir basketbol takımı 6 iki sayılık, 4 üç sayılık ve 9 serbest atış isabeti bulursa toplam kaç sayı üretir?” / “Bir basketbol takımı 5 iki sayılık, 3 üç sayılık ve 2 serbest atış isabeti bulursa toplam kaç sayı üretir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35087	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	“Aşağıdaki filmlerden hangisi Barry Jenkins tarafından 2016 yılında yönetilmiştir?” ve “Dakikada 60 dörtlük vuruş hızında 9/8 ölçülü 16 ölçülük bölüm yaklaşık kaç saniye sürer?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35091	Spor	aritmetik/ölçü kalıbı: toplam kac	“Bir futbol takımı 1 galibiyet, 9 beraberlik ve 2 yenilgi alırsa üç puanlı sistemde kaç puan toplar?” / “Bir basketbol takımı 5 iki sayılık, 12 üç sayılık ve 3 serbest atış isabeti bulursa toplam kaç sayı üretir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35094	Spor	aritmetik/ölçü kalıbı: toplam kac	“Bir basketbol takımı 5 iki sayılık, 7 üç sayılık ve 6 serbest atış isabeti bulursa toplam kaç sayı üretir?” ve “Bir basketbol takımı 5 iki sayılık, 3 üç sayılık ve 0 serbest atış isabeti bulursa toplam kaç sayı üretir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35097	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	“Dakikada 60 dörtlük vuruş hızında 5/4 ölçülü 8 ölçülük bölüm yaklaşık kaç saniye sürer?” / “Dakikada 120 dörtlük vuruş hızında 4/4 ölçülü 7 ölçülük bölüm yaklaşık kaç saniye sürer?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35098	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	“En İyi Film Oscarını kazanan The Hurt Locker filminin yönetmeni kimdir?” / “Dakikada 60 dörtlük vuruş hızında 12/8 ölçülü 13 ölçülük bölüm yaklaşık kaç saniye sürer?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35104	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	İlk olarak “1 adet tam nota ile 1 adet sekizlik nota toplamda kaç dörtlük vuruş sürer?”, ardından “Dakikada 180 dörtlük vuruş hızında 6/8 ölçülü 16 ölçülük bölüm yaklaşık kaç saniye sürer?” soruluyor. Doğru cevap çifti hangisidir?
q35105	Spor	aritmetik/ölçü kalıbı: toplam puan; birden fazla sayı ve ölçü birimi	“Dartta çift 2 ve tek 1 bölgelerine isabet eden iki okun toplam puanı kaçtır?” ve “Atatürk Olimpiyat Stadyumu, Le Mans 24 Saat Pisti, United Center ve Anfield spor tesisleri için aşağıdaki seçeneklerden hangisinde iki şehir–ülke eşleştirmesi de doğrudur?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35113	Eğlence	aritmetik/ölçü kalıbı: kac tam, dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Aşağıdaki seçeneklerden hangisi hem “4/4 ölçü işaretinde toplam 84 dörtlük zaman birimi kaç tam ölçü doldurur?” hem de “Dakikada 180 dörtlük vuruş hızında 3/4 ölçülü 11 ölçülük bölüm yaklaşık kaç saniye sürer?” sorusunu sırasıyla doğru cevaplar?
q35114	Eğlence	aritmetik/ölçü kalıbı: kac tam, dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	“12/8 ölçü işaretinde toplam 204 sekizlik zaman birimi kaç tam ölçü doldurur?” ve “Dakikada 100 dörtlük vuruş hızında 4/4 ölçülü 7 ölçülük bölüm yaklaşık kaç saniye sürer?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35115	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Birinci soru “16 tam nota süresi eşit olarak 4'lik nota değerlerine bölünürse kaç nota elde edilir?”, ikinci soru “Dakikada 180 dörtlük vuruş hızında 9/8 ölçülü 6 ölçülük bölüm yaklaşık kaç saniye sürer?” olduğuna göre doğru yanıt sırası hangisidir?
q35121	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Aşağıdaki seçeneklerden hangisi hem “Rocky ile aynı on yıllık dönemde ilk kez gösterilen yapım hangisidir?” hem de “Dakikada 120 dörtlük vuruş hızında 3/4 ölçülü 15 ölçülük bölüm yaklaşık kaç saniye sürer?” sorusunu sırasıyla doğru cevaplar?
q35126	Spor	aritmetik/ölçü kalıbı: toplam kac	“Bir futbol takımı 2 galibiyet, 6 beraberlik ve 2 yenilgi alırsa üç puanlı sistemde kaç puan toplar?” / “Bir basketbol takımı 6 iki sayılık, 1 üç sayılık ve 15 serbest atış isabeti bulursa toplam kaç sayı üretir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35134	Bilim & Doğa	aritmetik/ölçü kalıbı: kac saat; birden fazla sayı ve ölçü birimi	Birinci soru “-30 °C sıcaklık Fahrenheit ölçeğinde kaç derecedir?”, ikinci soru “Bir taşıt 30 km/sa sabit hızla giderse 240 km yol için kaç saate ihtiyaç duyar?” olduğuna göre doğru yanıt sırası hangisidir?
q35137	Coğrafya	işlem işareti	“Burundi ülkesinin ISO 3166-1 üç harfli kodu nedir?” ve “Kuveyt Birleşmiş Milletler coğrafi sınıflamasında hangi alt bölgede yer alır?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35139	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	“En İyi Film Oscarını kazanan The Artist hangi yıl gösterime girmiştir?” / “Dakikada 160 dörtlük vuruş hızında 2/4 ölçülü 14 ölçülük bölüm yaklaşık kaç saniye sürer?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35142	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri	Aşağıdaki seçeneklerden hangisi hem “Her biri 19 dizeden oluşan 22 adet villanelle toplam kaç dize içerir?” hem de “Mavi Tuna, Walden, Träumerei ve La minör Piyano Konçertosu için hangi yaratıcı–eser–biçim–alan eşleştirmesi bütünüyle doğrudur?” sorusunu sırasıyla doğru cevaplar?
q35143	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Aşağıdaki seçeneklerden hangisi hem “En İyi Film Oscarını kazanan Chariots of Fire hangi yıl gösterime girmiştir?” hem de “Dakikada 160 dörtlük vuruş hızında 6/8 ölçülü 2 ölçülük bölüm yaklaşık kaç saniye sürer?” sorusunu sırasıyla doğru cevaplar?
q35144	Bilim & Doğa	aritmetik/ölçü kalıbı: toplam kac	Birinci soru “NaCl formül biriminde toplam kaç atom bulunur?”, ikinci soru “Atom numarası 42, kütle numarası 96 olan bir izotopun çekirdeğinde kaç nötron bulunur?” olduğuna göre doğru yanıt sırası hangisidir?
q35147	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	İlk olarak “Oliver! ile aynı on yıllık dönemde ilk kez gösterilen yapım hangisidir?”, ardından “Dakikada 150 dörtlük vuruş hızında 4/4 ölçülü 15 ölçülük bölüm yaklaşık kaç saniye sürer?” soruluyor. Doğru cevap çifti hangisidir?
q35149	Bilim & Doğa	aritmetik/ölçü kalıbı: saniyede	Aşağıdaki seçeneklerden hangisi hem “Bir düzenek 14 saniyede 1260 J iş yapıyorsa gücü nedir?” hem de “24 volt gerilim altında 12 amper çeken bir aygıtın elektrik gücü kaç wattır?” sorusunu sırasıyla doğru cevaplar?
q35150	Spor	aritmetik/ölçü kalıbı: toplam puan	“Dartta tek 1 ve üçlü 20 bölgelerine isabet eden iki okun toplam puanı kaçtır?” / “2019 NBA Finalleri, 1896 Yaz Olimpiyatları, 2010 FIFA Dünya Kupası ve 1972 Yaz Olimpiyatları organizasyonları düzenlenme yıllarına göre eskiden yeniye nasıl sıralanır?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35151	Eğlence	aritmetik/ölçü kalıbı: kac tam, dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Birinci soru “2/4 ölçü işaretinde toplam 6 dörtlük zaman birimi kaç tam ölçü doldurur?”, ikinci soru “Dakikada 100 dörtlük vuruş hızında 4/4 ölçülü 11 ölçülük bölüm yaklaşık kaç saniye sürer?” olduğuna göre doğru yanıt sırası hangisidir?
q35157	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri	Aşağıdaki seçeneklerden hangisi hem “Her biri 5 dizeden oluşan 7 adet tanka toplam kaç dize içerir?” hem de “Tristan und Isolde, Kırmızı ve Siyah, The Scream ve Su Müziği arasından hangisi Moby-Dick ile aynı sanat veya edebiyat alanına aittir?” sorusunu sırasıyla doğru cevaplar?
q35158	Bilim & Doğa	aritmetik/ölçü kalıbı: kac saat; birden fazla sayı ve ölçü birimi	“225 °C sıcaklık Fahrenheit ölçeğinde kaç derecedir?” ve “Bir taşıt 80 km/sa sabit hızla giderse 640 km yol için kaç saate ihtiyaç duyar?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35163	Coğrafya	işlem işareti	Aşağıdaki seçeneklerden hangisi hem “ISO 3166-1 sayısal kodlamasında Samoa hangi kodla gösterilir?” hem de “Vallée du Bandama bölümü hangi ülkenin yönetim sistemine dâhildir?” sorusunu sırasıyla doğru cevaplar?
q35165	Spor	aritmetik/ölçü kalıbı: toplam kac	İlk olarak “Bir futbol takımı 3 galibiyet, 1 beraberlik ve 1 yenilgi alırsa üç puanlı sistemde kaç puan toplar?”, ardından “Bir basketbol takımı 5 iki sayılık, 7 üç sayılık ve 11 serbest atış isabeti bulursa toplam kaç sayı üretir?” soruluyor. Doğru cevap çifti hangisidir?
q35167	Spor	aritmetik/ölçü kalıbı: toplam kac	“Bir futbol takımı 0 galibiyet, 5 beraberlik ve 4 yenilgi alırsa üç puanlı sistemde kaç puan toplar?” / “Bir basketbol takımı 5 iki sayılık, 5 üç sayılık ve 11 serbest atış isabeti bulursa toplam kaç sayı üretir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35168	Eğlence	aritmetik/ölçü kalıbı: kac tam, dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	“3/4 ölçü işaretinde toplam 9 dörtlük zaman birimi kaç tam ölçü doldurur?” ve “Dakikada 80 dörtlük vuruş hızında 12/8 ölçülü 10 ölçülük bölüm yaklaşık kaç saniye sürer?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35169	Coğrafya	işlem işareti	“Katar ülkesinin ISO 3166-1 üç harfli kodu nedir?” / “ISO hiyerarşisine göre Gine sınırlarındaki Nzérékoré hangi üst birime bağlanır?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35170	Spor	aritmetik/ölçü kalıbı: toplam puan	Birinci soru “Dartta üçlü 1 ve tek 7 bölgelerine isabet eden iki okun toplam puanı kaçtır?”, ikinci soru “1904 Yaz Olimpiyatları, 1938 FIFA Dünya Kupası, 1924 Yaz Olimpiyatları ve 1964 Yaz Olimpiyatları organizasyonları düzenlenme yıllarına göre eskiden yeniye nasıl sıralanır?” olduğuna göre doğru yanıt sırası hangisidir?
q35178	Spor	aritmetik/ölçü kalıbı: kac tam; birden fazla sayı ve ölçü birimi	Birinci soru “Standart 400 metrelik atletizm pistinde 12400 metre koşmak için kaç tam tur gerekir?”, ikinci soru “Garmisch-Partenkirchen 1936, Torino 2006, Salt Lake City 2002, Saraybosna 1984 Kış Olimpiyatlarının eskiden yeniye sırası hangisidir?” olduğuna göre doğru yanıt sırası hangisidir?
q35179	Coğrafya	işlem işareti	“Los Santos adlı idari bölüm hangi ülkeye bağlıdır?” ve “ISO 3166-1 standardında Rusya için kullanılan iki harfli ülke kodu hangisidir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35181	Coğrafya	işlem işareti	“ISO 639-1 tablosunda ta koduyla gösterilen dil hangisidir?” / “Sveitarfélagið Vogar bölümü hangi ülkenin yönetim sistemine dâhildir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35182	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri	“Her biri 5 dizeden oluşan 4 adet limerick toplam kaç dize içerir?” ve “Untitled Film Still #21, Ay Işığı Sonatı, Sunflower Seeds ve Bahar Ayini eserleri tarihlerine göre eskiden yeniye nasıl sıralanır?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
